,translation_G1_1,translation_G1_2,translation_G1_3,translation_G2M_1,translation_G2M_2,translation_G2M_3,translation_MG1_1,translation_MG1_2,translation_MG1_3,translation_S_1,translation_S_2,translation_S_3
766,23.56419,22.93299,23.336879999999997,23.362920000000003,23.63578,23.63489,24.17782,23.321820000000002,22.41558,23.50543,24.15004,23.18825
767,,19.55493,20.22741,22.07549,20.51595,21.79317,20.55637,,19.64813,20.00498,20.43441,20.54113
768,20.614320000000003,,21.07744,20.5382,19.8161,21.24301,21.19851,20.42972,20.46971,,19.970570000000002,20.27674
769,26.13106,26.13831,26.08095,28.78385,27.97689,29.1037,28.09889,27.826390000000004,27.42206,25.77415,25.80813,26.16949
770,27.92258,28.24073,28.3259,29.82293,29.4241,29.924509999999998,29.49127,29.15226,29.06376,28.16682,28.273909999999997,28.35838
771,22.23488,21.99186,22.15765,22.14631,21.27498,22.41779,22.518,22.2035,20.92441,22.352079999999997,22.28695,21.81991
772,21.30491,21.81335,19.4421,22.78784,21.87504,22.58224,22.14457,22.13749,21.33129,21.880020000000002,22.27835,22.301170000000003
773,,21.97025,,22.15128,22.15224,22.74493,21.48163,21.44864,22.64799,21.78361,22.721339999999998,22.35426
774,20.417,21.17286,20.77443,20.465429999999998,,20.290979999999998,21.03999,20.718329999999998,20.7032,21.40634,21.62239,20.64781
775,22.97449,23.32444,23.4025,23.927229999999998,22.83362,24.319000000000003,22.83345,22.307389999999998,20.83461,23.17371,23.42381,23.63876
776,24.13289,24.503120000000003,24.151120000000002,24.599120000000003,24.21971,24.46101,24.24902,24.21208,23.71293,24.29109,24.36306,24.16146
777,21.70041,21.1818,21.93121,22.08002,21.51249,23.13898,22.58118,22.6042,21.7563,20.95056,22.06671,22.442729999999997
778,23.62589,23.59104,24.42752,23.84671,22.87761,23.652070000000002,22.99094,23.307029999999997,23.11731,22.21848,21.928279999999997,23.764860000000002
779,22.29676,22.61405,21.87313,22.837020000000003,24.4742,22.64511,21.65137,21.310129999999997,20.425520000000002,20.76539,21.185010000000002,22.0446
780,23.737170000000003,22.89467,23.63887,25.78452,25.27838,25.58718,25.75509,25.65652,25.60705,24.69024,24.28475,25.03934
781,24.222579999999997,24.924789999999998,24.2186,25.35377,24.3057,25.353260000000002,25.24569,24.164,24.56866,24.69991,24.472839999999998,24.44765
782,20.13283,21.26287,21.85278,21.8565,21.16183,,21.20836,20.468020000000003,20.00113,19.166539999999998,20.96656,20.92202
783,21.04973,21.33413,21.11267,22.31866,,,21.21312,20.79162,20.73562,20.946920000000002,21.56602,21.46702
784,20.58719,,,,,21.15974,,,,20.09391,,21.11832
785,21.63556,21.85753,21.83237,22.05301,22.0941,22.10744,22.60152,21.996589999999998,21.80581,21.67418,22.09362,21.97788
786,24.500329999999998,25.35867,25.35525,24.65026,24.52444,25.05552,25.78641,24.27035,24.76491,24.50603,24.49607,23.99878
787,24.48591,24.701710000000002,25.08278,25.07451,24.122970000000002,24.859460000000002,24.82483,24.22993,24.19144,24.533089999999998,23.930310000000002,24.32065
788,,,,,,,21.30324,,,,,
789,27.87244,27.27453,28.25858,29.77419,27.81519,28.5891,28.143209999999996,28.019190000000002,29.31415,27.26642,28.03023,28.0316
790,22.36741,22.00734,21.894270000000002,23.558239999999998,21.51841,23.89115,22.8682,,23.198339999999998,21.9566,21.64469,22.11883
791,,,,,21.10438,,,,21.06874,,,
792,20.489929999999998,,20.09918,,20.705560000000002,23.52085,20.70235,21.42039,20.78461,19.766779999999997,19.839979999999997,22.245160000000002
793,24.35037,24.43065,24.54115,25.023139999999998,24.056639999999998,24.67901,24.19686,23.26885,23.56674,24.92533,23.7967,24.80931
794,24.14422,23.994989999999998,24.32505,23.76931,23.540020000000002,23.40821,23.41558,23.794610000000002,23.59616,22.88835,23.74479,24.6698
795,21.85262,22.83478,20.84652,23.00517,22.147779999999997,21.36906,21.54345,20.56244,19.949920000000002,22.26313,22.97823,22.69511
796,24.87455,24.69291,24.4179,24.2068,23.657420000000002,24.99529,25.009539999999998,24.60037,23.77374,23.69859,24.0349,23.69519
797,23.39611,24.75338,24.07161,23.76446,23.24725,23.81948,23.951629999999998,23.80696,23.73573,23.84029,23.745910000000002,24.39473
798,23.70809,24.6446,24.2166,25.34048,25.012179999999997,25.64771,24.27391,24.3123,24.052670000000003,25.000410000000002,25.162770000000002,25.12782
799,23.36466,23.104979999999998,23.521810000000002,23.37411,23.15456,23.33933,23.6646,22.91667,23.25265,23.42739,23.890320000000003,24.7156
800,24.51298,24.70065,24.95802,25.41393,24.4622,25.261589999999998,24.68763,24.18843,23.98268,25.06233,25.02488,25.560489999999998
801,27.239359999999998,28.1158,27.69365,27.71313,27.05838,27.778809999999996,27.2985,27.093359999999997,26.72312,27.28965,26.929090000000002,27.102590000000003
802,22.85043,22.44859,23.02916,23.18392,21.2401,23.53231,21.16613,,,22.265710000000002,22.829720000000002,22.00734
803,22.203529999999997,22.3033,21.86174,21.38532,20.91714,22.78087,22.01008,20.38964,19.92011,21.305239999999998,21.12041,21.511670000000002
804,26.60555,26.6102,26.658540000000002,26.794140000000002,26.29908,26.92207,26.955379999999998,26.559179999999998,26.12939,25.959870000000002,26.282529999999998,26.591920000000002
805,20.404989999999998,21.48576,21.670379999999998,20.6715,,20.82602,,,,,20.405929999999998,21.181070000000002
806,23.2436,23.603089999999998,23.13171,22.622120000000002,22.20824,23.10527,22.80896,22.684079999999998,22.72916,22.61234,23.11785,23.37411
807,24.52271,24.53279,24.84393,25.128729999999997,24.39133,25.176679999999998,24.921210000000002,24.59047,24.27384,23.9015,24.371129999999997,24.882920000000002
808,22.75831,22.705460000000002,22.811999999999998,21.26974,20.54104,23.205460000000002,23.52277,22.578979999999998,22.232570000000003,21.1349,21.17792,22.76122
809,23.53445,23.38324,23.781570000000002,24.81529,23.6659,25.0375,24.71989,24.20844,23.92778,22.39205,23.556720000000002,23.158279999999998
810,22.20988,21.38574,21.40981,21.658920000000002,20.758010000000002,22.37143,23.0078,,20.18592,21.98311,22.82491,22.76428
811,20.75254,21.794829999999997,21.78592,22.19724,21.92524,21.869220000000002,22.0673,21.589389999999998,22.1213,22.841070000000002,22.79356,23.64614
812,21.96409,21.71704,22.322039999999998,22.42191,22.01287,22.511789999999998,22.5271,22.954720000000002,22.183410000000002,21.83221,21.97467,22.34262
813,20.36784,,,,,,21.69613,,,,,
814,23.58829,25.363220000000002,24.73763,25.28143,24.71968,24.897489999999998,25.38288,25.01644,24.7168,23.94726,24.35676,24.82958
815,22.280170000000002,21.89441,22.9658,21.81546,20.27025,21.34635,22.40033,,21.64821,22.41936,22.46605,22.13041
816,22.17374,21.45939,21.85053,22.765829999999998,21.229879999999998,20.1801,23.214170000000003,22.40717,22.14246,21.67969,21.80542,23.03845
817,25.0026,25.011879999999998,25.344279999999998,25.00761,24.4792,25.06159,25.8055,25.68573,25.380470000000003,23.78357,23.7024,24.30626
818,24.53789,24.8943,25.3064,24.46712,24.38614,25.01406,25.405,24.95469,24.50185,24.78831,24.89989,25.219929999999998
819,23.90316,25.68846,24.008470000000003,24.02968,24.02926,24.1043,23.4957,22.55307,23.29782,23.46426,24.818070000000002,23.82561
820,22.904629999999997,24.21089,23.77886,23.1715,23.0414,23.73985,23.60671,23.55602,22.95059,23.14082,23.14079,24.07822
821,22.18522,22.16328,22.47375,22.07195,21.376820000000002,22.24246,21.84698,21.713639999999998,21.699479999999998,21.66969,21.68265,22.0493
822,23.90821,23.750729999999997,23.82978,23.86202,23.05051,24.18185,24.08091,23.2412,22.55588,22.59694,22.49028,24.220370000000003
823,20.74919,21.03106,21.37417,,20.6709,20.79257,20.8836,20.48522,20.77796,22.37854,21.36794,21.747139999999998
824,21.05999,22.491970000000002,22.34727,21.21922,21.80428,21.2986,20.193279999999998,20.169620000000002,21.81495,21.880879999999998,21.52148,21.855179999999997
825,22.65864,22.88275,23.32471,22.895889999999998,22.825470000000003,23.72869,23.40717,22.94095,22.61378,23.84995,23.39218,23.23149
826,23.68153,24.20382,24.281570000000002,24.672279999999997,24.37106,25.12688,25.097279999999998,24.993470000000002,24.89984,23.30689,23.756439999999998,23.19756
827,24.36726,24.26127,24.230079999999997,24.45293,23.24399,24.410220000000002,24.53279,24.37385,23.981289999999998,23.9227,24.06883,24.36279
828,,20.2573,20.686970000000002,20.68235,19.9566,21.14675,20.841920000000002,20.465729999999997,,19.288339999999998,,
829,24.24213,24.32265,24.63638,24.5632,23.77404,24.142429999999997,24.569470000000003,24.35676,23.62187,24.110039999999998,23.84412,24.19129
830,22.13195,22.976329999999997,22.7032,22.37353,21.75066,22.20072,21.88129,22.24667,21.39048,22.14591,21.331670000000003,21.93369
831,21.87669,21.76632,21.65757,22.21134,21.790229999999998,22.19238,21.42844,21.808329999999998,21.47729,22.37944,21.70624,22.00542
832,25.473110000000002,25.756870000000003,25.71555,25.88211,25.607779999999998,26.13104,25.75499,25.42355,26.05784,25.54109,25.38551,25.20494
833,21.633960000000002,21.86797,21.06638,,20.750420000000002,21.62225,20.32069,20.99182,21.33849,20.969089999999998,21.46044,21.192320000000002
834,26.20894,26.54247,27.67142,27.56209,26.692190000000004,27.5142,27.07102,26.56363,26.60865,26.105220000000003,26.04575,26.49666
835,,,,21.72875,,22.18104,21.99486,21.4997,,,,22.99053
836,24.27391,24.80769,24.66416,24.72635,24.31665,24.42227,24.37259,23.643720000000002,23.93112,24.0676,23.82483,24.886039999999998
837,24.26513,24.63478,24.64047,26.014039999999998,25.57563,26.09414,25.72495,25.56961,25.14527,24.37782,24.55795,24.8102
838,,,,,22.60257,22.48094,20.986420000000003,21.51109,20.91488,21.35676,21.52678,21.63374
839,25.87521,26.16751,26.18151,26.06758,25.56008,26.612029999999997,25.865779999999997,25.89169,25.48133,25.38014,25.716829999999998,25.61105
840,28.781940000000002,28.84518,28.633190000000003,29.86843,29.2247,30.113220000000002,29.88588,29.6004,29.46593,28.031340000000004,28.55589,28.601409999999998
841,27.280920000000002,27.216509999999996,27.38911,27.616670000000003,27.041659999999997,28.260509999999996,27.47653,27.1992,26.7685,26.67438,26.81665,27.11068
842,,,,,19.4856,22.9657,,,,,,
843,22.37499,21.91587,22.46874,22.8415,21.97575,23.42739,23.20045,23.0891,22.58201,22.063589999999998,22.19349,22.28325
844,24.30375,23.98763,23.93346,24.1386,23.64339,24.68394,24.70915,24.71644,23.4438,22.356279999999998,23.36306,23.27469
845,24.27512,23.60377,23.944760000000002,24.64763,24.01614,25.18336,24.6888,23.77525,24.32003,24.24952,23.81929,24.070629999999998
846,23.087629999999997,22.0046,23.04495,22.6793,22.36584,22.50385,22.53319,20.31816,22.824679999999997,23.24194,23.40484,23.58417
847,22.339489999999998,22.597279999999998,22.41957,22.2887,22.09062,23.21617,22.53841,22.18323,22.379839999999998,21.899,22.25243,22.14635
848,26.87397,26.8783,27.11753,27.325090000000003,26.61695,27.520059999999997,26.711879999999997,26.78694,26.29506,26.06694,26.619609999999998,26.863609999999998
849,24.732879999999998,24.4513,24.763189999999998,24.448970000000003,23.79986,25.30292,24.4188,24.13774,23.485789999999998,23.362389999999998,23.40639,23.95287
850,23.57346,24.01665,24.192420000000002,24.29915,24.596729999999997,24.84076,23.99473,23.525760000000002,23.17483,24.11601,23.054389999999998,23.54545
851,25.80312,25.84807,26.06482,26.38225,25.85139,26.466720000000002,26.331999999999997,26.08355,25.84778,25.55078,25.48324,25.67411
852,26.301370000000002,26.12288,26.19558,26.35288,24.854570000000002,26.2661,25.99636,25.74263,25.56506,25.775579999999998,25.862379999999998,25.90472
853,23.504939999999998,24.0011,23.60184,21.67495,23.30285,25.013720000000003,23.328689999999998,23.301170000000003,23.07384,25.86365,25.79662,25.92807
854,22.01998,20.909110000000002,22.811629999999997,22.59937,19.99009,23.60264,22.86289,,21.07601,20.70371,,22.90865
855,20.692510000000002,20.77579,20.41761,20.78923,,22.14246,20.9234,,20.69855,21.497220000000002,19.69061,
856,22.156999999999996,22.74135,22.59021,23.03916,21.34684,23.2815,23.663729999999997,23.02746,21.66471,21.43741,22.56973,22.464660000000002
857,21.55941,22.47489,22.13352,22.92049,21.6072,21.98774,21.70586,22.20177,21.85304,21.89648,22.26135,21.82096
858,,,22.1206,22.240129999999997,,,22.497239999999998,,,,,
859,24.86008,24.765320000000003,24.867639999999998,24.71905,24.042679999999997,25.13449,24.68544,24.67406,24.46432,24.36199,24.48228,24.65665
860,25.98392,25.73141,25.80097,25.30574,24.960929999999998,26.19152,25.24945,25.34344,25.391460000000002,25.84269,25.21878,26.20335
861,25.12495,25.669420000000002,25.25209,25.48849,24.62388,25.43958,24.87671,24.8667,24.995160000000002,24.930220000000002,25.14141,25.05043
862,24.88739,24.93436,25.05734,24.58451,23.83045,24.46787,24.41571,24.28954,23.921429999999997,24.27753,24.13281,24.653760000000002
863,26.268240000000002,26.41735,26.411140000000003,26.567709999999998,25.64694,26.88577,26.354979999999998,26.19605,25.94161,26.08085,25.95947,26.10398
864,25.07059,25.29597,25.27892,25.16066,24.65824,24.83779,24.18805,24.00222,23.92234,25.806910000000002,25.899639999999998,26.00614
865,24.630229999999997,25.08168,25.04489,25.50173,25.34594,25.94183,25.56935,25.61672,25.05242,25.39669,25.24391,25.37069
866,24.3073,23.92624,24.68282,24.30689,23.93571,24.75969,24.13743,23.78676,24.36393,23.58944,24.29046,24.31437
867,22.624579999999998,22.55326,22.15354,19.87815,22.84044,23.077379999999998,22.58472,21.70345,21.309639999999998,22.067989999999998,21.57626,22.59443
868,30.481640000000002,30.1546,30.71047,30.99873,29.802359999999997,30.760740000000002,30.354259999999996,30.09018,29.820840000000004,29.804029999999997,29.92861,29.998459999999998
869,30.66102,30.634090000000004,30.708740000000002,30.622,30.3689,30.1111,30.557,29.73863,30.658379999999998,30.384529999999998,30.493909999999996,30.41165
870,21.07881,21.4244,22.21027,22.385479999999998,21.438270000000003,23.01857,22.38929,21.11972,21.32014,22.32196,21.425829999999998,22.28743
871,24.36613,24.07985,24.15962,24.79491,23.7685,24.35494,23.95642,23.95376,24.0112,23.058329999999998,22.75815,23.314239999999998
872,22.69882,23.304660000000002,22.963720000000002,23.77666,22.91026,24.08067,23.346239999999998,22.53112,22.862,22.7281,22.49509,22.66735
873,23.9743,24.318929999999998,23.87483,24.39388,23.66763,25.097360000000002,24.23037,23.9574,23.53445,23.80282,23.9917,23.78915
874,23.24095,23.22486,23.347189999999998,22.77449,21.64636,,,22.54901,22.13924,21.35714,,21.716910000000002
875,22.222260000000002,22.740779999999997,23.49448,21.93711,22.18086,22.632270000000002,23.37584,21.35859,22.3202,19.615920000000003,20.69124,22.51415
876,22.57619,22.13599,22.8205,22.31954,21.91929,22.67209,22.76438,21.646060000000002,21.7733,21.62894,22.05966,22.18873
877,25.42698,25.8772,24.91497,25.52373,25.8815,25.396729999999998,25.71408,23.896060000000002,25.7155,25.792279999999998,25.603939999999998,25.06452
878,23.48259,22.56811,23.3664,23.00036,22.212229999999998,22.92369,23.21724,23.17403,21.99103,21.90062,21.78197,21.86003
879,21.74936,21.73674,21.255110000000002,21.48365,20.96754,21.47234,21.50688,21.05424,21.23245,21.20455,21.33778,21.694470000000003
880,27.60095,27.56318,27.77335,27.74085,27.24871,27.997659999999996,27.529770000000003,27.257820000000002,27.123959999999997,26.86832,27.17864,27.566159999999996
881,23.8469,23.40834,22.77042,23.38482,21.709570000000003,23.55039,22.960720000000002,22.25171,22.0312,21.339570000000002,21.4839,23.3105
882,20.678739999999998,22.07519,21.75605,22.58072,20.28771,22.00453,21.45337,22.08686,21.94578,20.90529,20.96578,21.487379999999998
883,,21.01079,,,,21.83938,21.614639999999998,20.98099,20.747629999999997,20.797729999999998,,22.136589999999998
884,20.51364,20.758979999999998,20.48227,20.6383,19.78493,21.156470000000002,20.34072,20.068939999999998,19.68741,21.323339999999998,,
885,21.83484,,,,20.87733,21.94739,20.99452,,20.65701,21.62734,20.78061,21.6591
886,21.88766,21.99631,22.43066,21.772660000000002,20.81769,,21.76097,22.036579999999997,20.59996,20.81831,20.64104,22.58946
887,24.58365,25.0783,25.04523,24.770120000000002,23.90729,25.08821,24.7238,25.18575,24.47073,24.4637,24.26449,24.80035
888,23.7544,23.82153,23.99628,23.35246,22.74974,23.49814,23.308000000000003,23.40158,22.813760000000002,23.42931,23.05857,23.45212
889,23.50422,23.40119,22.864929999999998,23.11305,21.80813,,23.7603,22.98292,22.97167,22.568089999999998,22.73921,23.84976
890,21.14215,21.08544,21.69901,22.71368,21.42686,20.84544,,20.60973,21.80341,20.73637,20.99452,21.17713
891,24.704720000000002,24.0805,23.90747,23.96005,23.762629999999998,24.33108,25.02741,23.291929999999997,24.265710000000002,23.85119,24.26699,24.608629999999998
892,22.28368,22.57626,23.53267,23.30966,22.84722,23.83596,23.17655,23.23611,22.13974,23.068579999999997,22.77243,22.34061
893,23.2727,22.956970000000002,22.9725,22.36199,22.06635,23.07405,22.77581,22.09832,22.35499,23.13854,22.33342,23.34245
894,22.66874,21.65609,20.12943,23.54038,21.11724,23.6712,22.17916,22.7703,20.173289999999998,23.0059,23.25202,21.87961
895,24.25839,23.48751,24.28249,24.47982,24.08529,24.71989,24.45951,24.35582,23.6536,23.59457,22.9782,23.625999999999998
896,24.08172,24.5134,24.29635,25.08829,24.070710000000002,25.01316,24.59929,23.73872,24.437520000000003,24.666710000000002,24.18646,24.87211
897,22.489079999999998,23.13133,21.94746,23.00982,23.45325,21.9061,23.620079999999998,22.19755,21.83148,22.84904,20.7862,22.440379999999998
898,20.62105,21.13684,,21.6817,,,21.408160000000002,22.45721,,,20.44061,21.038120000000003
899,21.27555,21.83684,21.69515,22.19683,22.323610000000002,,22.082160000000002,21.51128,21.66488,22.47939,22.177979999999998,21.93135
900,23.7349,24.46874,23.0524,23.44493,24.31596,24.51719,23.781370000000003,25.08728,22.84261,22.54842,24.0124,21.8365
901,21.21804,20.74485,20.75132,21.786479999999997,21.6172,22.12361,22.00491,22.45563,21.11006,20.44162,20.38606,20.65386
902,27.79253,28.110129999999998,28.06379,29.0553,28.29645,29.35205,28.880779999999998,28.64045,28.3446,27.798409999999997,27.846909999999998,28.13389
903,,,,22.88496,22.4739,,,,22.76426,,22.1642,
904,23.10401,23.406,23.36386,24.511110000000002,23.75929,24.43371,23.9943,23.783070000000002,23.64592,23.02908,23.987460000000002,23.94172
905,19.73958,19.779770000000003,19.98217,19.92765,20.23199,20.13909,21.40504,21.00724,20.598779999999998,20.20359,19.96536,19.69783
906,,,,,21.43018,24.05573,,,21.47754,,,
907,21.30424,22.27105,22.86906,23.593429999999998,22.785220000000002,23.295720000000003,23.3347,22.92817,23.006429999999998,22.93052,22.5602,22.161739999999998
908,26.09533,26.342740000000003,25.98105,26.837740000000004,26.197020000000002,27.14385,26.75735,26.41886,26.06036,24.9949,25.4437,25.84165
909,26.11904,26.821409999999997,26.403990000000004,27.86112,27.33458,27.9881,27.676740000000002,27.1916,26.866670000000003,25.68777,25.6284,25.48392
910,,,,,,,,,,,,
911,24.71989,24.046020000000002,23.999029999999998,23.74335,23.72567,23.74417,23.530170000000002,24.122889999999998,23.52683,23.81909,23.461389999999998,23.9494
912,21.07627,21.798000000000002,21.58779,21.34153,,21.890629999999998,21.651889999999998,21.19454,21.92969,21.6865,21.08362,21.30969
913,28.78422,28.809929999999998,29.0037,29.461409999999997,28.730490000000003,29.6929,28.42698,28.5366,28.249979999999997,28.817840000000004,28.869940000000003,29.19988
914,27.218909999999997,27.27062,27.458029999999997,27.54562,26.752129999999998,27.72839,27.38928,27.00292,26.7016,27.159329999999997,27.223609999999997,27.470029999999998
915,27.26132,27.17408,27.4307,27.63395,26.913190000000004,27.6801,27.547240000000002,26.984679999999997,26.980109999999996,27.06415,27.15151,27.402109999999997
916,24.96221,24.8224,24.47717,24.59326,23.9304,25.17024,24.97841,24.17371,24.07406,24.146,24.13673,24.91939
917,26.773670000000003,26.90976,26.8889,27.14258,26.566990000000004,27.591279999999998,26.87068,26.52471,26.3843,26.670340000000003,26.84338,27.035490000000003
918,23.659489999999998,23.33142,23.30145,23.50603,21.486060000000002,24.447020000000002,23.23313,23.292920000000002,22.57152,22.6061,22.88898,23.28771
919,25.70166,25.61324,26.07529,26.025129999999997,25.26531,26.0003,25.742729999999998,25.49689,25.45469,24.54787,25.28613,25.76296
920,22.09207,22.77862,22.919729999999998,23.50446,22.54165,23.58726,23.48689,22.99236,23.304660000000002,23.28136,23.37279,22.79824
921,24.42336,24.614420000000003,24.439239999999998,25.21719,24.20344,25.33501,24.82958,24.51773,24.347260000000002,24.23081,24.19099,25.038339999999998
922,24.11156,23.3982,24.39793,23.97307,23.62399,24.70662,24.23885,23.35622,23.04685,23.354879999999998,23.87408,24.05043
923,25.283160000000002,25.85932,25.13884,25.15677,24.907239999999998,25.6093,25.20903,26.621570000000002,25.23275,24.105339999999998,24.46594,25.038339999999998
924,23.398329999999998,22.62925,22.877589999999998,23.66047,21.54482,22.32989,23.54026,22.845879999999998,23.280079999999998,23.47556,22.62754,23.496679999999998
925,20.947779999999998,20.80625,22.25315,21.927960000000002,21.18574,22.39485,21.62284,22.20159,19.977710000000002,20.46921,,22.53112
926,25.02572,25.10609,25.280929999999998,25.38564,24.81005,25.58285,25.65316,25.19558,24.296,24.80262,24.866889999999998,25.03107
927,22.1413,21.95188,20.17231,21.01229,20.26247,20.35154,21.1665,20.99009,21.019779999999997,21.56825,21.00429,21.49243
928,20.01277,21.31871,20.53412,,20.04873,21.1225,20.545479999999998,20.5174,20.2267,19.863220000000002,20.91422,20.4493
929,20.87493,21.030929999999998,20.90117,20.955460000000002,20.48572,21.366770000000002,20.77499,20.82741,20.9903,21.03644,20.356920000000002,20.8101
930,,,,,,,20.80333,,,,,
931,,,,,,20.47417,,,20.93222,20.36581,20.29165,
932,22.66169,22.90222,21.831670000000003,22.38485,21.833289999999998,22.73921,22.84142,22.99847,22.2476,20.688760000000002,22.9105,22.97738
933,22.0549,23.46936,22.41116,23.27994,23.07217,23.92397,23.35944,21.86891,22.2413,22.76577,21.64698,23.509539999999998
934,24.22597,24.02352,23.88185,24.50966,23.89384,24.76142,24.46258,24.037670000000002,24.316860000000002,23.9094,23.84134,24.32217
935,19.66209,21.64201,20.2903,22.79064,22.125020000000003,23.26213,22.81202,21.51114,20.67297,,20.57376,21.29782
936,24.56605,24.31493,24.07561,24.62784,23.9038,25.00093,24.46557,23.68678,24.21215,23.7681,24.0181,24.25926
937,24.24902,24.605520000000002,24.1747,23.91369,23.23184,24.734379999999998,24.57865,24.029429999999998,23.496920000000003,23.781470000000002,24.20665,24.01614
938,20.514029999999998,21.195079999999997,21.2133,21.05881,19.88539,21.84464,21.27714,20.72675,20.96346,20.49346,20.5588,20.5781
939,25.83159,26.07574,26.13448,26.15729,25.51785,26.41569,26.266759999999998,26.02968,25.91625,25.68606,25.92897,26.193170000000002
940,24.7686,25.11458,25.383670000000002,25.07639,24.69562,25.17855,25.25306,25.180329999999998,24.8707,25.048389999999998,24.76981,25.58987
941,24.84761,25.10558,25.20497,25.11267,24.61986,25.28408,25.00791,24.1988,24.90159,25.35689,25.06452,24.93594
942,23.14591,22.738020000000002,22.647070000000003,23.48013,22.462310000000002,23.77676,23.42752,23.337020000000003,23.345029999999998,22.7383,22.84036,23.28644
943,24.24873,23.338379999999997,23.76304,23.936429999999998,23.0676,24.1967,24.47754,24.441010000000002,23.61863,23.82133,24.03641,24.52175
944,22.36362,21.89663,22.60705,22.944370000000003,22.52061,22.3996,22.74464,22.6333,22.79275,21.39921,21.488020000000002,22.1858
945,,23.10735,23.173679999999997,23.76051,23.12485,23.28376,23.80114,22.99298,23.32965,23.32017,23.03465,23.22707
946,23.092489999999998,24.35246,23.42432,23.55836,23.61717,23.13381,24.111320000000003,23.07294,23.837979999999998,23.85728,23.65502,23.6726
947,23.035079999999997,22.544320000000003,22.6591,23.36573,22.78395,23.69104,23.44985,23.145129999999998,22.298189999999998,23.02073,22.680310000000002,23.322789999999998
948,21.2524,21.02749,21.69939,22.2617,22.15586,23.58795,21.7437,21.726879999999998,21.21442,22.19274,21.834220000000002,22.501720000000002
949,26.957590000000003,27.81537,27.888959999999997,27.59021,28.517090000000003,27.80612,26.95216,27.60045,27.83786,28.16643,27.88652,28.200409999999998
950,26.491090000000003,26.466490000000004,26.44353,26.41596,25.86519,26.993779999999997,26.597759999999997,27.184140000000003,26.237059999999996,25.70767,26.03584,26.125239999999998
951,23.82716,23.997139999999998,24.77555,23.98676,23.80124,24.26999,24.30459,23.32169,23.62388,23.86618,23.41429,23.83036
952,25.943820000000002,26.30855,25.957420000000003,25.98085,25.44991,26.138070000000003,26.092589999999998,25.86233,25.701629999999998,25.609560000000002,25.58012,25.95176
953,24.6147,24.1937,24.57473,24.92624,24.09289,25.44098,24.69014,24.79897,23.59195,23.98711,24.264129999999998,24.258110000000002
954,24.05515,23.26313,23.45901,23.934720000000002,23.064970000000002,23.45801,24.7892,23.55789,23.29936,23.1765,23.24393,24.05945
955,20.45974,20.3073,,,,,,,,,,21.15925
956,29.597579999999997,30.0651,29.960859999999997,29.68207,29.285529999999998,29.495509999999996,29.5179,29.911140000000003,29.80387,30.02683,29.96912,30.027890000000003
957,24.05515,24.69965,24.88241,24.573520000000002,24.47469,25.3507,24.210520000000002,24.783720000000002,23.847089999999998,24.055979999999998,24.50761,24.234029999999997
958,24.9406,25.10109,24.85205,25.26449,24.4577,25.852929999999997,24.96349,24.84269,25.00779,24.50264,24.69067,25.061429999999998
959,24.8675,24.63201,24.84761,24.58824,24.20045,24.81866,24.634610000000002,24.54451,23.80322,24.39963,24.15236,24.31299
960,24.56895,24.39767,24.58451,24.5024,23.81118,24.7178,24.60874,24.04327,24.00144,23.426370000000002,23.74684,24.28001
961,24.8334,24.68432,24.70609,25.31195,24.5451,25.225820000000002,25.15333,24.600260000000002,24.5027,24.65475,24.87258,24.66498
962,24.7016,25.19667,25.0974,25.4618,24.60953,26.12351,25.12688,24.75832,25.15869,25.07753,24.58904,25.35579
963,26.69152,26.79675,26.768629999999998,27.07572,26.45171,27.412640000000003,26.95127,26.600309999999997,26.269070000000003,26.23058,26.556340000000002,26.49895
964,23.64614,23.303539999999998,24.50966,24.447020000000002,23.4179,24.292070000000002,24.38087,23.04509,22.79457,23.88883,24.00582,24.66801
965,22.94753,22.82375,23.02074,22.965770000000003,22.237920000000003,23.57404,22.96077,21.11337,22.88839,23.29151,21.83418,24.0118
966,,,,,20.92673,25.49524,,,,,,
967,,22.526139999999998,23.25224,,,,,,,22.7403,,
968,23.42021,23.08944,22.867929999999998,22.81644,22.332710000000002,23.02982,24.25487,23.59594,22.93451,22.87153,22.23272,22.811529999999998
969,24.470979999999997,24.40814,25.28877,25.214560000000002,24.809260000000002,24.82958,25.05209,24.65496,24.45569,24.44076,23.9188,23.93679
970,23.030070000000002,22.96811,22.99376,22.692510000000002,22.08622,22.3805,23.41674,22.03631,22.28811,22.36565,22.520039999999998,22.73449
971,22.825979999999998,21.95681,23.11959,22.15001,22.54215,23.35904,22.80387,22.5167,21.70185,22.54505,22.633670000000002,23.05951
972,22.74472,23.67336,23.78067,24.23228,22.113210000000002,23.56871,23.586579999999998,24.167679999999997,23.58829,21.34207,21.64641,23.61347
973,25.7168,25.9944,25.889689999999998,26.02143,25.15985,26.12501,25.78389,25.543689999999998,24.94454,25.36289,25.65704,25.197010000000002
974,22.51316,21.26802,22.49502,21.36068,20.65447,,22.64876,22.24333,21.94899,20.8233,21.0553,20.166439999999998
975,,,,20.72484,,21.02938,20.16595,,20.26545,21.61885,,21.26654
976,21.171329999999998,22.25142,22.07411,19.729789999999998,22.86514,,23.58623,20.59487,21.710160000000002,22.35942,20.33549,21.94732
