,translation_G1_1,translation_G1_2,translation_G1_3,translation_G2M_1,translation_G2M_2,translation_G2M_3,translation_MG1_1,translation_MG1_2,translation_MG1_3,translation_S_1,translation_S_2,translation_S_3
3054,25.16381,24.92705,25.13989,24.843120000000003,23.9805,25.37915,24.57583,25.03015,25.195729999999998,23.187160000000002,24.18971,24.53279
3055,24.99326,24.8242,24.86712,25.46793,24.78721,25.64246,25.397579999999998,24.69078,24.98581,25.11557,25.08513,24.97496
3056,25.14818,25.32985,25.333879999999997,25.09688,24.8683,25.208920000000003,24.99365,25.204079999999998,24.73635,24.64036,24.16231,24.74888
3057,20.508329999999997,19.022389999999998,20.09133,20.46344,19.270570000000003,21.850070000000002,20.22741,20.82679,19.2413,20.29075,20.02526,20.02634
3058,27.07153,27.315959999999997,27.47352,27.08659,26.62854,27.30077,27.121890000000004,26.787059999999997,26.70425,26.71175,26.733890000000002,26.98967
3059,21.014879999999998,22.03046,21.2777,22.6003,20.83846,22.4914,21.21981,21.20281,,20.734460000000002,20.67366,21.22764
3060,20.89911,20.946279999999998,20.75467,,21.29939,20.55122,21.63107,21.16232,20.534029999999998,20.32597,20.43553,20.60078
3061,26.71476,27.08253,26.9428,26.9997,26.1267,26.93652,27.09778,26.776559999999996,26.06482,25.929489999999998,26.05113,26.757609999999996
3062,,20.11642,21.06401,,,22.705379999999998,22.05705,21.9159,21.59085,,21.61684,
3063,24.31693,24.77565,24.83016,25.645129999999998,25.59369,25.74796,25.19378,25.26249,25.700120000000002,25.8458,24.671689999999998,24.84761
3064,24.60099,24.11497,24.63638,25.065379999999998,24.43084,25.14787,24.249670000000002,24.20992,23.64911,24.081879999999998,24.021829999999998,24.335929999999998
3065,21.54873,22.200570000000003,21.892229999999998,23.16062,21.40774,22.361720000000002,23.476670000000002,22.775489999999998,21.83796,22.3341,21.27787,22.41854
3066,,19.15244,19.77124,19.641370000000002,,19.45932,,,,,,
3067,22.22635,23.35097,23.03399,22.59676,21.15159,22.656760000000002,21.558329999999998,22.698629999999998,22.56707,22.55576,22.878970000000002,22.59277
3068,20.93661,21.85369,21.58669,22.76207,21.56044,22.65336,21.388370000000002,19.15148,21.93143,20.88353,21.489539999999998,21.97512
3069,21.67577,22.80035,22.91762,21.642529999999997,21.85799,21.29642,22.35681,22.341260000000002,21.79348,22.39367,22.54298,21.81417
3070,,,,,,21.36672,,,,,,
3071,24.90628,24.53605,24.95983,24.59508,23.31257,24.64345,24.29376,23.74622,23.78596,24.24481,23.8349,24.74314
3072,23.18974,22.54404,23.65152,23.35151,22.30544,22.39255,22.64315,22.0995,23.61908,23.69625,23.41648,24.183889999999998
3073,25.04335,25.07235,25.18018,25.16504,24.52313,25.58792,25.1041,25.693839999999998,24.937820000000002,25.08974,25.30904,25.4733
3074,21.66856,21.3444,21.1437,22.63859,21.00388,23.17636,22.83304,19.9655,21.48331,21.44955,21.76284,22.73424
3075,21.42291,22.11559,22.04177,21.11178,20.96881,21.16687,20.46921,20.722839999999998,19.41464,20.582420000000003,22.136960000000002,21.397489999999998
3076,21.15178,,,21.04567,21.36629,22.49446,21.00676,,21.21454,19.497870000000002,,20.23771
3077,25.685979999999997,25.802429999999998,25.9824,26.12961,25.31444,26.34814,25.735670000000002,25.75277,25.57433,25.52749,25.489620000000002,25.85419
3078,19.39837,20.93114,21.97484,20.73975,,20.08174,20.3405,20.31296,,19.87784,,20.47179
3079,22.42772,22.82708,23.48481,22.79202,22.168210000000002,22.141579999999998,22.585179999999998,21.998379999999997,21.13871,22.47833,23.0011,23.67724
3080,28.57672,28.724520000000002,28.90707,28.909159999999996,28.45069,29.1553,28.7302,28.44071,28.015309999999996,28.33458,28.51916,28.59021
3081,23.3948,23.259539999999998,23.19033,24.38982,23.280079999999998,24.5611,24.43307,23.771829999999998,23.2125,23.28673,22.8374,22.48783
3082,23.8261,23.97211,23.3843,24.5864,23.542270000000002,25.30661,23.73562,23.647679999999998,24.22964,24.06735,24.105420000000002,24.05714
3083,23.481479999999998,23.057879999999997,23.5932,24.08821,23.04863,23.7681,22.9584,21.43344,21.33505,24.84972,24.90182,24.96772
3084,25.79054,25.56241,25.652070000000002,25.572879999999998,24.74165,25.93071,25.66408,24.490820000000003,24.376170000000002,25.14157,25.30775,25.759439999999998
3085,21.28884,22.923939999999998,22.9171,23.42008,22.40307,22.85797,21.72101,20.930120000000002,,22.45573,22.753439999999998,22.29106
3086,,20.372729999999997,20.958370000000002,22.0855,19.68492,22.0176,22.01747,21.076729999999998,20.33625,20.670720000000003,20.596410000000002,20.6611
3087,23.289260000000002,23.073620000000002,23.58566,23.67055,23.18124,24.324370000000002,23.5636,23.10295,23.19588,23.083879999999997,23.201079999999997,23.426370000000002
3088,22.64946,22.66889,22.471770000000003,22.55569,18.927870000000002,23.228820000000002,22.53825,22.4878,20.7275,22.41059,21.816679999999998,22.14376
3089,,,19.549020000000002,,20.38701,21.13802,21.08343,20.25834,20.38174,21.988220000000002,20.72384,20.97351
3090,24.17135,23.66611,24.27306,24.93926,24.18109,24.60241,24.53398,24.391389999999998,23.89726,23.95456,23.94172,23.83403
3091,25.476860000000002,25.37557,24.96961,26.34399,25.473110000000002,26.426990000000004,26.6979,25.5037,25.25721,24.930220000000002,25.2231,25.444589999999998
3092,25.4793,25.56416,25.88814,25.804470000000002,24.555139999999998,25.285529999999998,25.14009,24.46619,23.40704,25.95376,25.96285,26.10771
3093,23.48321,23.89809,23.78856,23.44291,22.74335,23.85081,23.55004,23.389429999999997,23.280929999999998,22.90648,23.195610000000002,23.06423
3094,23.38824,24.07415,23.77605,24.52886,23.9083,24.74924,24.80454,24.53428,24.31161,23.79094,23.83865,23.92107
3095,34.64485,34.557390000000005,34.64587,34.50853,33.94017,34.522859999999994,34.58217,34.45648,34.53131,33.937459999999994,34.088840000000005,34.27211
3096,,,,,21.6329,21.297539999999998,,,21.11617,,19.34134,20.371029999999998
3097,26.61569,26.668709999999997,26.65349,27.47212,27.59392,27.5369,27.050720000000002,26.861240000000002,26.495,26.226390000000002,26.534440000000004,26.94425
3098,28.629540000000002,28.615090000000002,28.60088,28.94645,28.270259999999997,29.09996,28.808640000000004,28.40304,28.194840000000003,28.806759999999997,28.64997,29.05116
3099,24.992910000000002,25.295679999999997,25.11771,25.35528,24.43154,,24.27263,24.74473,24.452560000000002,25.616529999999997,25.8819,25.99196
3100,28.716959999999997,28.85305,28.99108,29.370440000000002,28.775240000000004,29.719340000000003,29.27358,29.01425,28.79767,28.511940000000003,28.46088,28.785840000000004
3101,24.6725,25.227220000000003,25.013289999999998,25.50921,24.706139999999998,24.98759,25.00868,24.83841,24.97246,24.840329999999998,24.76476,24.79005
3102,,21.76503,21.48783,21.037110000000002,21.78425,21.13189,22.16549,21.55347,22.24447,20.1135,20.68011,
3103,23.254070000000002,23.89013,24.266779999999997,24.09047,23.83451,24.42592,24.11831,24.10438,23.43543,25.12849,25.36413,25.80767
3104,23.84575,23.905089999999998,23.80164,25.274620000000002,24.99843,25.88211,25.56171,24.75822,24.9072,22.72015,21.54571,22.14604
3105,22.99602,22.97327,22.87226,24.13516,23.39976,24.68736,23.27597,23.3332,22.65438,23.221989999999998,23.60139,23.82842
3106,24.09289,24.19099,23.6739,23.779970000000002,22.75534,24.498260000000002,24.300829999999998,24.11815,23.63865,23.69678,23.86514,24.58869
3107,25.46273,26.036179999999998,26.04937,26.448809999999998,26.16016,26.7618,25.831129999999998,25.56958,25.37119,25.85158,25.50197,25.76719
3108,23.373720000000002,24.06423,24.10021,23.82949,23.56779,22.951179999999997,23.96341,23.44,24.07537,23.67163,23.83663,22.69134
3109,25.712529999999997,25.7025,26.25715,25.719520000000003,24.683729999999997,25.75817,25.48815,25.49381,24.51449,25.68049,26.21991,26.22986
3110,23.16245,23.391389999999998,24.1801,22.31077,23.15289,23.509539999999998,23.49118,23.19618,23.188579999999998,23.30675,22.999000000000002,22.900270000000003
3111,24.4106,24.708779999999997,24.93778,25.815360000000002,25.08821,26.256759999999996,25.177979999999998,24.750320000000002,24.455820000000003,24.99994,24.8447,25.232020000000002
3112,,19.53695,21.0654,,,,,,,,,
3113,21.07333,22.64165,23.06702,22.441689999999998,22.46121,22.2856,19.953329999999998,21.40919,21.26322,22.700029999999998,20.97834,22.28709
3114,,,21.85281,,20.1684,20.10316,19.48829,19.90569,,19.5273,19.8703,
3115,25.71571,25.70625,25.89087,25.64273,25.19438,26.11211,25.98155,25.734820000000003,24.91834,24.706670000000003,24.725360000000002,25.283089999999998
3116,25.72983,24.85091,25.349729999999997,25.00037,23.93706,25.4332,25.15996,25.19351,24.63123,24.062910000000002,24.032970000000002,24.54498
3117,24.38535,24.02555,24.63727,23.886789999999998,23.51497,25.0178,24.6279,24.39741,23.93139,23.730970000000003,23.83769,24.12313
3118,21.35148,21.8348,23.48173,21.85308,20.54717,20.30764,21.61751,19.92386,19.98496,,19.90203,19.90889
3119,23.009529999999998,23.95925,24.18488,23.50446,23.45551,23.495820000000002,23.29362,23.53754,23.45287,23.747139999999998,23.7024,22.85557
3120,24.50154,23.98024,25.037370000000003,24.26428,22.058670000000003,24.29004,24.44815,24.52019,23.515810000000002,23.58325,24.01895,24.5402
3121,27.140340000000002,27.01553,27.12149,27.257009999999998,26.56837,27.673709999999996,26.83219,26.39555,25.97919,26.87185,27.21854,27.40023
3122,20.88569,20.77571,21.034029999999998,,20.41297,21.33925,20.80743,20.592589999999998,21.79186,,20.49258,22.154870000000003
3123,25.307479999999998,24.97338,25.175279999999997,25.914720000000003,25.24768,26.03538,25.198620000000002,24.74842,25.12183,25.74476,25.35239,25.7214
3124,23.64009,24.373179999999998,24.34564,24.09208,23.16011,24.658179999999998,23.80637,24.38844,23.118579999999998,23.18454,22.74493,23.39558
3125,25.04947,25.04114,25.10797,24.89772,24.35582,25.42426,25.24847,24.88213,24.57721,24.68148,24.59696,24.81514
3126,27.951659999999997,27.9354,28.006990000000002,28.24377,27.4827,28.5304,28.15035,27.68425,27.448059999999998,27.80507,27.884490000000003,27.94022
3127,20.70295,21.24249,21.17688,19.9187,20.213829999999998,21.88051,21.67245,20.79796,21.04693,19.993,20.93186,20.83221
3128,21.70919,22.26055,22.4659,22.590629999999997,21.76134,22.69918,22.88891,22.34714,22.28943,20.49434,20.48099,22.50412
3129,22.778760000000002,24.06266,24.21542,23.87173,23.66969,23.942529999999998,23.730970000000003,23.6102,24.04126,22.975839999999998,23.2939,23.546870000000002
3130,21.295189999999998,21.11984,21.72937,22.6297,21.33052,22.10393,22.04567,21.51234,22.48171,21.54703,21.00648,21.98732
3131,25.52157,25.382579999999997,25.95425,25.51986,24.42304,25.776,25.57713,25.2228,24.97176,24.48886,24.4479,24.5125
3132,22.0434,22.42509,22.298270000000002,23.659270000000003,22.57976,22.51538,22.01437,21.58994,21.51624,21.99621,22.25977,22.91712
3133,21.00744,21.072670000000002,20.51749,,20.30552,,,21.041529999999998,20.64068,20.505329999999997,20.98524,20.25454
3134,21.05715,22.248089999999998,22.93151,21.55931,20.91079,21.12313,21.99009,22.00422,20.986279999999997,20.226,20.1717,21.43913
3135,26.34145,26.192439999999998,26.49822,26.8208,25.71654,27.02876,26.999059999999997,26.358290000000004,26.07582,26.52102,26.15491,26.85496
3136,26.155839999999998,26.186410000000002,25.78591,26.39105,25.59776,26.39351,25.95744,25.77646,25.22843,26.30937,26.40199,26.75672
3137,23.17665,22.46361,23.15137,22.82743,21.766560000000002,23.23647,23.29165,23.086270000000003,22.22949,21.73711,22.85529,22.563470000000002
3138,26.17701,26.133589999999998,26.11591,26.22962,25.103460000000002,26.3988,26.33567,26.05556,25.85773,25.59505,25.55045,26.04731
3139,30.588440000000002,30.24411,30.30704,29.9951,29.4151,29.87635,30.474790000000002,29.88966,29.782159999999998,29.7174,29.55129,29.717609999999997
3140,27.593559999999997,27.77153,27.78182,27.68137,26.911140000000003,27.96295,27.70741,27.47267,27.223340000000004,27.041659999999997,27.21503,27.535490000000003
3141,22.849529999999998,22.79822,22.947229999999998,22.72721,22.00415,22.74065,22.53015,22.12704,22.34614,22.309829999999998,22.28404,22.59234
3142,28.00641,27.8036,28.094209999999997,27.589209999999998,26.96058,27.93787,27.41256,26.7375,27.18225,27.81342,28.140829999999998,28.13604
3143,20.63918,20.27889,20.262929999999997,21.28602,20.053379999999997,21.419,21.51485,20.75001,19.72564,20.86166,20.526310000000002,21.48144
3144,21.87102,22.69886,22.28096,21.93715,20.56588,21.668870000000002,23.897170000000003,23.008570000000002,22.004189999999998,23.0468,22.997,23.209120000000002
3145,24.0071,24.07545,23.96508,24.99895,23.79867,24.55262,24.23878,24.13743,23.46712,23.61425,22.86272,24.11601
3146,24.84522,25.3025,24.63981,24.71099,25.3364,25.99427,24.47568,24.87075,24.371589999999998,25.90014,25.66801,25.76418
3147,23.93364,23.802229999999998,23.52025,23.6888,23.53517,24.426820000000003,24.043429999999997,23.850620000000003,23.709039999999998,24.047179999999997,23.364929999999998,23.782970000000002
3148,19.94378,21.256610000000002,20.59805,,,20.453020000000002,,20.04166,19.66676,,,20.418229999999998
3149,20.32904,20.65009,20.27299,,19.682000000000002,20.70041,,,19.572129999999998,20.98378,21.11223,
3150,26.19974,26.542990000000003,26.67533,26.059839999999998,25.422810000000002,26.14252,25.68833,25.564770000000003,25.458479999999998,25.94771,26.10681,25.9798
3151,25.22022,25.4541,25.27078,24.9693,23.97876,24.58784,25.14659,24.54916,24.74438,25.1187,23.69541,25.58869
3152,24.60874,24.19031,24.1946,24.01154,23.98024,25.25764,24.20747,23.90224,23.52277,24.16046,23.931929999999998,24.69174
3153,23.549220000000002,23.5775,22.776239999999998,23.21914,22.978620000000003,24.17318,23.835279999999997,23.320999999999998,22.93209,22.07486,22.77402,22.14264
3154,22.171670000000002,22.75662,19.2283,22.12294,,22.23105,,,,,,
3155,26.15147,27.698559999999997,26.46075,26.543709999999997,27.425259999999998,27.054240000000004,26.793770000000002,26.64746,27.51555,27.262040000000002,27.320359999999997,25.992910000000002
3156,24.41261,24.37345,24.0878,24.41905,23.59468,23.447329999999997,24.352929999999997,23.4913,23.70672,24.09652,23.96031,23.80813
3157,24.60953,25.39392,25.55303,27.963390000000004,25.28517,26.892609999999998,27.14725,25.55511,24.8208,24.77475,24.88166,24.90348
3158,,20.90095,,19.824460000000002,22.606279999999998,20.45121,19.81642,,19.06326,21.13477,21.59414,
3159,23.34976,23.29908,24.52061,23.94753,23.44455,24.65009,24.67998,23.43822,22.99271,23.22689,23.37411,23.392570000000003
3160,19.85044,20.55777,20.67986,20.68834,20.21098,20.7766,20.128429999999998,20.17451,20.412760000000002,,,
3161,22.93411,22.56004,23.160220000000002,22.685879999999997,21.95244,23.27327,23.4038,22.52514,22.009529999999998,22.00072,22.23078,22.329620000000002
3162,25.9349,26.33962,25.78878,25.84441,25.46905,26.10298,25.81411,25.67481,25.33987,25.32447,24.89481,25.597160000000002
3163,22.218629999999997,23.049429999999997,23.07349,21.80912,21.55281,21.78425,22.31457,22.06263,21.81874,21.56454,21.93654,22.11235
3164,20.50329,20.85802,20.95049,21.153010000000002,20.28782,21.20263,,20.18616,20.7054,,20.1168,
3165,21.395139999999998,21.30858,21.06336,21.63214,20.75817,21.6049,20.853920000000002,,21.091839999999998,21.2967,21.03537,21.28642
3166,19.812479999999997,,20.719170000000002,,20.75156,,,19.486620000000002,19.56612,21.3483,22.02205,
3167,21.59204,22.27532,22.805220000000002,,21.62489,23.14068,,21.52798,21.63595,21.45051,22.017979999999998,21.75654
3168,21.87027,22.02753,22.03845,22.791179999999997,22.12644,23.38232,21.88267,22.73041,21.857870000000002,21.80025,20.81065,20.61818
3169,20.95042,21.78632,19.971829999999997,,19.83775,21.8861,19.81456,21.009079999999997,21.14021,20.27458,21.024929999999998,
3170,27.66153,27.36277,26.21087,28.53453,27.56602,27.363020000000002,28.52895,27.54944,27.390590000000003,26.749959999999998,26.441359999999996,27.36645
3171,22.160629999999998,21.39472,21.98405,21.81566,21.26241,22.20443,21.69732,21.57626,21.186410000000002,21.34571,20.790110000000002,21.687520000000003
3172,23.770020000000002,24.02394,23.99792,23.405739999999998,23.072329999999997,23.93652,23.69296,24.01962,23.57335,23.35097,23.5316,23.79828
3173,21.579620000000002,21.8688,22.388189999999998,21.78752,21.33484,23.4197,22.25096,21.86786,21.541610000000002,21.31041,21.71305,22.48626
3174,23.84671,23.39663,23.72505,24.20508,22.831129999999998,24.41106,24.18185,23.82958,23.76527,23.78177,23.7495,23.66633
3175,20.82143,,21.35971,21.78983,21.38306,,21.702189999999998,,21.14433,,21.56853,22.54045
3176,23.77294,24.1195,23.76689,24.56738,24.3064,24.87004,24.25018,24.07774,23.12792,24.526,24.29936,24.40834
3177,25.80077,25.81083,25.89857,26.307029999999997,25.828110000000002,26.307890000000004,25.94577,26.1105,25.61231,25.98144,25.83478,26.09464
3178,27.14919,27.279059999999998,27.56536,27.974429999999998,27.244359999999997,28.308729999999997,27.807290000000002,27.5602,27.088209999999997,27.019990000000004,27.22066,27.52208
3179,29.11096,26.542309999999997,28.81754,28.57402,26.5461,28.866590000000002,29.01969,28.344990000000003,28.815279999999998,28.459670000000003,28.62006,26.7929
3180,27.012759999999997,27.31346,27.16988,27.3621,26.1535,27.33535,27.38327,27.24073,26.194470000000003,26.17175,26.2573,26.951940000000004
3181,24.38469,24.006420000000002,23.953670000000002,23.558239999999998,23.37292,24.14864,24.00933,24.19272,23.54014,23.89338,24.61184,24.72531
3182,26.98815,26.96895,27.03685,27.141509999999997,26.457420000000003,27.552740000000004,27.037370000000003,26.757479999999997,26.598329999999997,26.442940000000004,26.606679999999997,26.944809999999997
3183,30.45317,30.266070000000003,30.52962,30.483559999999997,29.86464,30.70743,30.76169,30.20034,29.8348,29.76795,29.677229999999998,29.9592
3184,23.39074,25.39702,23.508329999999997,25.63118,24.6381,25.1859,23.51003,25.683889999999998,25.0086,23.34069,23.11073,23.549570000000003
3185,26.32187,26.50007,26.28182,26.98815,27.174359999999997,27.07102,26.45973,26.26685,25.81866,26.346059999999998,26.8629,27.16528
3186,23.030170000000002,23.65916,22.623929999999998,24.17318,23.64878,25.590670000000003,24.29341,24.07619,23.084039999999998,23.20211,23.93966,22.9786
3187,20.57284,21.11794,19.436120000000003,,21.55773,22.39647,21.8826,22.03745,22.71226,21.63887,21.973689999999998,22.743389999999998
3188,22.84286,23.4924,23.43873,23.810779999999998,23.24686,24.28581,23.32841,23.254360000000002,23.27412,23.23516,23.11864,23.15457
3189,24.60337,24.65715,24.155070000000002,23.9904,24.04984,24.35299,24.543860000000002,23.48726,24.23067,24.017670000000003,24.24322,24.53594
3190,23.60772,23.40963,23.3317,23.84316,22.85569,24.46886,23.70293,22.57406,22.616789999999998,23.07431,23.24057,23.73624
3191,21.197789999999998,21.25425,21.739710000000002,21.792170000000002,20.24481,22.6871,22.18921,21.48709,21.43176,21.273039999999998,20.036170000000002,19.98607
3192,21.316779999999998,21.60386,19.44712,20.30875,20.126160000000002,20.5514,20.161279999999998,20.17804,19.27476,,21.79042,19.8832
3193,26.952709999999996,26.92128,26.934720000000002,27.18044,26.424740000000003,27.19639,27.252779999999998,26.783440000000002,26.50752,26.305059999999997,26.433059999999998,27.0592
3194,26.65881,27.08101,27.01967,26.3771,25.852929999999997,27.027390000000004,26.930220000000002,26.688990000000004,26.25452,26.39984,26.261979999999998,26.431109999999997
3195,23.38588,23.167820000000003,22.78734,23.09496,22.86985,23.84048,23.07731,21.43206,23.11523,18.550179999999997,18.526229999999998,23.09512
3196,21.77732,22.17636,22.08696,22.69302,21.94781,23.0051,22.67878,22.12726,22.52993,21.49194,20.4138,21.89829
3197,21.70721,22.42229,22.139020000000002,21.2731,21.85715,22.4032,22.1897,22.17341,22.45563,21.092679999999998,20.844520000000003,
3198,23.53291,23.33811,22.90308,23.88985,23.76243,23.86901,23.38851,23.53979,22.994229999999998,22.79553,22.67657,22.64368
3199,20.53412,21.494529999999997,20.691489999999998,22.10789,20.198929999999997,21.15363,20.74394,,20.37496,20.71347,20.28906,20.56011
3200,23.59275,23.884179999999997,23.98503,23.88958,24.08861,23.62845,23.077560000000002,23.241120000000002,21.96017,23.5405,23.73769,23.987289999999998
3201,23.132179999999998,23.30327,23.43224,24.04368,23.53896,23.85614,23.39754,23.56964,23.22775,23.51075,23.572879999999998,23.68196
3202,22.669620000000002,22.34627,22.30293,21.79186,22.62196,22.68119,22.46396,20.578470000000003,22.5271,21.29143,22.24121,22.22291
3203,27.92581,28.14865,28.342270000000003,28.37609,27.81855,28.56895,28.142870000000002,28.3063,28.132659999999998,28.126820000000002,28.43293,28.59031
3204,23.23959,23.555320000000002,23.70915,23.95571,23.00355,24.40256,23.58279,21.14781,22.75369,22.81041,23.32141,23.8319
3205,22.87813,22.462310000000002,23.29544,23.689020000000003,22.88372,22.33268,23.3839,23.04903,22.91836,22.54364,23.30034,23.61829
3206,,22.26679,,20.71582,,,21.549570000000003,20.96268,21.74024,22.82551,22.41478,22.29373
3207,,,,,,,,,21.105970000000003,20.311629999999997,21.03342,21.66084
3208,23.45425,21.25926,22.9732,23.1817,22.29908,23.90628,23.35003,22.70303,22.205679999999997,23.07294,,23.817629999999998
3209,19.479,,,21.24255,20.94949,20.7921,21.692429999999998,21.48866,19.8596,,20.91086,
3210,25.04818,25.76979,25.34638,26.327640000000002,25.56474,26.19205,25.87218,25.373520000000003,25.203889999999998,26.902420000000003,26.96664,27.1211
3211,20.9186,21.18035,21.4766,21.593320000000002,20.71507,21.39367,20.86567,22.22961,20.945420000000002,20.15635,,20.48709
3212,,,,,,,,,,,,
3213,21.79019,21.937179999999998,21.45648,21.75495,21.46229,22.62685,23.01228,21.27025,20.37284,21.34044,22.31457,20.9819
3214,22.83821,22.76608,22.5702,22.576620000000002,20.805220000000002,21.61567,23.18606,21.98885,,21.296529999999997,23.766579999999998,19.70283
3215,22.50768,26.442290000000003,23.43148,23.413510000000002,22.80104,23.35891,22.02381,23.43454,23.159879999999998,23.677020000000002,23.47048,22.50678
3216,21.98005,20.59167,,,20.50649,20.814329999999998,20.62908,20.12868,19.49142,20.23643,21.670379999999998,21.99621
3217,21.76693,23.58428,21.86037,22.67312,23.69594,22.75776,22.391939999999998,21.76195,22.52722,23.00724,22.4469,21.72305
3218,,,,,,,20.93905,20.73041,,,,
3219,22.56158,22.0231,22.215020000000003,21.93952,23.01182,22.033620000000003,22.01998,21.87942,21.16613,21.00854,20.63041,22.6096
3220,20.902279999999998,20.47941,22.01427,21.49209,22.43286,21.42193,21.03772,19.9089,22.14551,21.737070000000003,,
3221,27.211879999999997,27.568990000000003,28.172259999999998,28.250970000000002,27.269820000000003,27.9597,27.83062,27.49442,27.478620000000003,27.34579,27.423740000000002,27.698690000000003
3222,25.206020000000002,25.2256,25.680670000000003,26.077270000000002,25.22162,26.11777,25.88402,25.59375,25.00924,24.97876,25.18423,25.192420000000002
3223,23.9367,23.84747,24.09233,23.794810000000002,23.15307,23.97745,23.54097,23.604789999999998,23.26442,23.094179999999998,23.10492,23.77575
3224,23.43581,23.114179999999998,23.81714,21.852320000000002,21.96123,22.26052,21.51451,23.72972,22.71356,23.1095,22.114520000000002,23.27994
3225,22.322979999999998,22.42877,22.41941,22.6118,21.2376,22.39087,21.76097,22.43229,21.56904,21.21857,21.693070000000002,
3226,22.83103,23.1748,23.31091,23.99404,22.2894,24.151120000000002,23.748070000000002,22.31553,22.88222,22.73624,23.36693,22.70066
3227,23.36212,23.58268,23.51857,23.86863,23.23226,24.20747,24.07611,23.19794,22.92602,23.64339,24.02825,23.5438
3228,24.646639999999998,25.234579999999998,25.07765,24.23023,24.38634,24.448970000000003,24.81495,24.597360000000002,24.48444,24.62751,24.719839999999998,24.649929999999998
3229,23.76547,23.35353,23.550279999999997,23.5041,22.80697,23.72723,23.86929,23.10506,23.168110000000002,22.90415,22.88234,23.55614
3230,,,,,,,,,,,,
3231,24.91966,24.98807,25.12731,25.2691,24.83359,25.05817,24.759339999999998,24.75812,24.63295,24.65113,24.89389,25.23122
3232,22.38036,23.33033,22.53041,22.78337,20.41627,23.33674,22.61234,21.96162,21.95596,,20.42142,20.36421
3233,23.60659,23.6319,23.576929999999997,23.2967,23.06271,23.22198,23.58015,23.42892,23.07339,22.88008,23.27569,23.61661
3234,24.12226,24.2062,24.87521,24.5511,23.63733,23.82289,25.01716,24.58015,23.9304,23.998,23.65009,24.28475
3235,20.713729999999998,21.64821,20.133960000000002,20.59241,20.69047,22.64979,20.5418,20.72459,20.38459,20.8762,21.94878,21.8668
3236,20.638479999999998,,,21.73542,20.54651,22.205289999999998,21.16226,21.86495,20.703960000000002,,21.05782,
3237,23.86533,24.744989999999998,25.11156,25.2832,24.855620000000002,25.39293,24.91251,24.23725,23.86778,24.43619,24.34895,24.47054
3238,20.79741,20.85855,20.6937,21.555529999999997,21.07385,21.39493,21.30775,20.953470000000003,21.128239999999998,21.08343,21.00854,21.13251
3239,24.6767,24.28376,24.55561,24.64301,24.16507,25.05614,24.27824,23.53848,23.99455,24.929579999999998,25.05759,25.557570000000002
3240,21.8001,22.59662,22.930670000000003,23.284470000000002,22.436870000000003,24.16928,23.02019,22.93715,22.83397,23.237379999999998,23.43517,23.863529999999997
3241,21.94389,21.998829999999998,22.450229999999998,22.9047,21.5417,22.39226,22.23324,21.93546,20.31739,22.05341,21.8217,21.85859
3242,23.44771,25.45676,23.26914,23.017210000000002,22.76458,23.43543,23.73562,21.68402,22.29182,22.58765,22.69791,22.239810000000002
3243,24.22854,24.96728,25.13563,23.96102,25.274729999999998,24.98163,25.37249,24.99062,24.895139999999998,22.865820000000003,22.73591,23.37345
3244,24.71429,24.71571,25.08079,24.26885,23.16129,24.8188,25.003970000000002,24.40737,24.326079999999997,24.27384,24.55596,25.04968
3245,24.44139,24.71743,24.49094,23.74888,23.65535,23.984679999999997,24.1191,23.83788,23.3073,24.44019,24.40568,24.26284
3246,31.86828,31.646720000000002,31.766709999999996,31.89912,31.477159999999998,32.208890000000004,32.08553,31.764259999999997,31.4404,31.48337,31.3869,31.554809999999996
3247,22.907770000000003,22.938589999999998,22.33696,23.42355,22.53267,24.22457,23.77535,22.467270000000003,22.07927,23.60998,23.73655,23.98919
3248,21.84846,21.61926,21.5417,20.89423,20.189420000000002,21.96712,20.71666,20.44,19.95234,21.5148,20.76951,21.70637
3249,25.14355,25.25115,25.64535,25.793770000000002,25.114179999999998,25.634339999999998,25.38096,25.1118,24.668770000000002,25.37637,25.17531,25.5106
3250,21.27696,22.15221,22.65886,22.09197,22.66151,,21.66527,23.124579999999998,22.68385,22.15579,22.67889,22.29101
3251,,19.68463,,,24.528979999999997,26.61807,,19.904889999999998,,,,20.454829999999998
3252,,21.81061,,22.537129999999998,20.00635,21.71368,19.65845,,20.78037,22.94528,22.92474,20.54614
3253,25.01801,25.12443,25.72265,25.09921,25.24782,26.37769,25.16035,25.26349,24.83103,24.74011,24.9558,24.92484
3254,,20.58985,20.00498,20.397389999999998,,21.67055,21.1354,,20.50611,20.37602,,20.57339
3255,24.01784,24.25415,23.75318,24.92945,24.02005,24.67525,24.86429,23.8043,23.419439999999998,25.1027,24.74391,25.38344
3256,,,,,19.79543,21.41075,,,,,,
3257,,,,,,23.77354,,,,,,
3258,24.8075,25.18317,25.16027,25.20382,24.97535,24.94449,24.83084,25.01257,24.656979999999997,24.67185,24.6679,25.07871
3259,,,,,,21.817220000000002,,,,21.03248,21.28416,22.49057
3260,22.52745,21.97327,22.497339999999998,21.90158,21.38516,22.66551,22.13424,21.79951,21.80986,21.66839,21.79189,21.83287
3261,23.14808,23.91825,22.9894,23.08245,23.57392,23.25825,23.025029999999997,22.49385,23.05026,22.09246,22.28142,22.67424
